"nm_code","ncomb","cuci_code","cuci","sector"
"55162390","--- Los demás","65383","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONT.<85% CON FILAM.CONTINUOS MANUF.","Manufacturas de consumo"
"55162400","-- Estampados","65383","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONT.<85% CON FILAM.CONTINUOS MANUF.","Manufacturas de consumo"
"55163100","-- Crudos o blanqueados","65382","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONTINUAS <85% MEZCLADOS CON LANA","Manufacturas de consumo"
"55163200","-- Teñidos","65382","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONTINUAS <85% MEZCLADOS CON LANA","Manufacturas de consumo"
"55163300","-- Con hilados de distintos colores","65382","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONTINUAS <85% MEZCLADOS CON LANA","Manufacturas de consumo"
"55163400","-- Estampados","65382","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONTINUAS <85% MEZCLADOS CON LANA","Manufacturas de consumo"
"55164100","-- Crudos o blanqueados","65381","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONTINUAS <85% MEZCLADOS CON ALGODON","Manufacturas de consumo"
"55164200","-- Teñidos","65381","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONTINUAS <85% MEZCLADOS CON ALGODON","Manufacturas de consumo"
"55164300","-- Con hilados de distintos colores","65381","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONTINUAS <85% MEZCLADOS CON ALGODON","Manufacturas de consumo"
"55164400","-- Estampados","65381","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONTINUAS <85% MEZCLADOS CON ALGODON","Manufacturas de consumo"
"55169100","-- Crudos o blanqueados","65389","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONT.<85% CON OTRAS FIBRAS N.E.P.","Manufacturas de consumo"
"55169200","-- Teñidos","65389","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONT.<85% CON OTRAS FIBRAS N.E.P.","Manufacturas de consumo"
"55169300","-- Con hilados de distintos colores","65389","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONT.<85% CON OTRAS FIBRAS N.E.P.","Manufacturas de consumo"
"55169400","-- Estampados","65389","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONT.<85% CON OTRAS FIBRAS N.E.P.","Manufacturas de consumo"
"56000000","CAPÍTULO 56 - GUATA, FIELTRO Y TELA SIN TEJER; HILADOS ESPECIALES; CORDELES, CUERDAS Y CORDAJES; ARTÍCULOS DE CORDELERÍA",,,
"56010000","Guata de materia textil y artículos de esta guata; fibras textiles de longitud inferior o igual a 5 mm (tundizno), nudos y motas de materia textil",,,
"56012100","-- De algodón",,,
"56012110","--- Hidrófilo","65771","GUATA DE MAT.TEXT.Y ART.DE GUATA; FIBRAS TEXTILES DE NO MAS DE 5MM DE LONGITUD","Manufacturas de consumo"
"56012190","--- Los demás","65771","GUATA DE MAT.TEXT.Y ART.DE GUATA; FIBRAS TEXTILES DE NO MAS DE 5MM DE LONGITUD","Manufacturas de consumo"
"56012200","-- De fibras sintéticas o artificiales",,,
"56012210","--- Rollos de diámetro inferior o igual a 8 mm","65771","GUATA DE MAT.TEXT.Y ART.DE GUATA; FIBRAS TEXTILES DE NO MAS DE 5MM DE LONGITUD","Manufacturas de consumo"
"56012290","--- Los demás","65771","GUATA DE MAT.TEXT.Y ART.DE GUATA; FIBRAS TEXTILES DE NO MAS DE 5MM DE LONGITUD","Manufacturas de consumo"
"56012900","-- Los demás","65771","GUATA DE MAT.TEXT.Y ART.DE GUATA; FIBRAS TEXTILES DE NO MAS DE 5MM DE LONGITUD","Manufacturas de consumo"
"56013000","- Tundizno, nudos y motas de materia textil","65771","GUATA DE MAT.TEXT.Y ART.DE GUATA; FIBRAS TEXTILES DE NO MAS DE 5MM DE LONGITUD","Manufacturas de consumo"
"56020000","Fieltro, incluso impregnado, recubierto, revestido o estratificado",,,
"56021000","- Fieltro punzonado y productos obtenidos mediante costura por cadeneta",,,
"56021011","---- De yute o de otras fibras textiles del líber de la partida 5303","65711","FIELTRO DE TELAR DE PUNZON Y TELAS DE FIBRAS ENGRAPADAS","Manufacturas de consumo"
"56021019","---- De las demás materias textiles","65711","FIELTRO DE TELAR DE PUNZON Y TELAS DE FIBRAS ENGRAPADAS","Manufacturas de consumo"
"56021031","---- De lana o pelo fino","65711","FIELTRO DE TELAR DE PUNZON Y TELAS DE FIBRAS ENGRAPADAS","Manufacturas de consumo"
"56021038","---- De las demás materias textiles","65711","FIELTRO DE TELAR DE PUNZON Y TELAS DE FIBRAS ENGRAPADAS","Manufacturas de consumo"
"56021090","-- Impregnados, recubiertos, revestidos o estratificados","65711","FIELTRO DE TELAR DE PUNZON Y TELAS DE FIBRAS ENGRAPADAS","Manufacturas de consumo"
"56022100","-- De lana o pelo fino","65712","OTROS TIPOS DE FIELTRO, SIN IMPREGNAR, BAñAR, RECUBRIR NI LAMINAR","Manufacturas de consumo"
"56022900","-- De las demás materias textiles","65712","OTROS TIPOS DE FIELTRO, SIN IMPREGNAR, BAñAR, RECUBRIR NI LAMINAR","Manufacturas de consumo"
"56029000","- Los demás","65719","FIELTRO IMPREGNADO BAñADO RECUBIERTO O LAMINADO, N.E.P.","Manufacturas de consumo"
"56030000","Tela sin tejer, incluso impregnada, recubierta, revestida o estratificada",,,
"56031100","-- De peso inferior o igual a 25 g/m²",,,
"56031110","--- Recubiertas o revestidas","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56031190","--- Las demás","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56031200","-- De peso superior a 25 g/m² pero inferior o igual a 70 g/m²",,,
"56031210","--- Recubiertas o revestidas","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56031290","--- Las demás","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56031300","-- De peso superior a 70 g/m² pero inferior o igual a 150 g/m²",,,
"56031310","--- Recubiertas o revestidas","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56031390","--- Las demás","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56031400","-- De peso superior a 150 g/m²",,,
"56031410","--- Recubiertas o revestidas","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56031490","--- Las demás","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56039100","-- De peso inferior o igual a 25 g/m²",,,
"56039110","--- Recubiertas o revestidas","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56039190","--- Las demás","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56039200","-- De peso superior a 25 g/m² pero inferior o igual a 70 g/m²",,,
"56039210","--- Recubiertas o revestidas","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56039290","--- Las demás","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56039300","-- De peso superior a 70 g/m² pero inferior o igual a 150 g/m²",,,
"56039310","--- Recubiertas o revestidas","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56039390","--- Las demás","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56039400","-- De peso superior a 150 g/m²",,,
"56039410","--- Recubiertas o revestidas","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56039490","--- Las demás","65720","TEXTILES NO TEJIDOS,ESTEN O NO IMPREGNADOS,BAñADOS,RECUBIERTOS O LAMINADOS,N.E.P","Manufacturas de consumo"
"56040000","Hilos y cuerdas de caucho revestidos de textiles; hilados de textiles, tiras y formas similares de las partidas 5404 o 5405, impregnados, recubiertos, revestidos o enfundados con caucho o plástico",,,
"56041000","- Hilos y cuerdas de caucho revestidos de textiles","65781","HILOS Y CUERDAS DE CAUCHO, RECUBIERTOS DE MATERIAS TEXTILES","Manufacturas de consumo"
"56049000","- Los demás",,,
"56049010","-- Hilados de alta tenacidad de poliésteres, de nailon o demás poliamidas o de rayón viscosa, impregnados o recubiertos","65789","OTROS HILOS, HILADOS Y CUERDAS","Manufacturas de consumo"
"56049090","-- Los demás","65789","OTROS HILOS, HILADOS Y CUERDAS","Manufacturas de consumo"
"56050000","Hilados metálicos e hilados metalizados, incluso entorchados, constituidos por hilados textiles, tiras o formas similares de las partidas 5404 o 5405, combinados con metal en forma de hilos, tiras o polvo, o revestidos de metal","65191","HILADOS METALIZADOS,TIRAS O ART.SIMIL.RUBROS 651.77 O 651.88,CON METAL EN HILOS","Manufacturas de consumo"
"56060000","Hilados entorchados, tiras y formas similares de las partidas 5404 o 5405, entorchadas (excepto los de la partida 5605 y los hilados de crin entorchados); hilados de chenilla; hilados «de cadeneta»",,,
"56060010","- Hilados «de cadeneta»","65631","HILADOS ENTORCHADOS Y TIRAS Y ARTICULOS ANALOGOS DE LOS RUBROS 651.77 O 651.88","Manufacturas de consumo"
"56060091","-- Hilados entorchados","65631","HILADOS ENTORCHADOS Y TIRAS Y ARTICULOS ANALOGOS DE LOS RUBROS 651.77 O 651.88","Manufacturas de consumo"
"56060099","-- Los demás","65631","HILADOS ENTORCHADOS Y TIRAS Y ARTICULOS ANALOGOS DE LOS RUBROS 651.77 O 651.88","Manufacturas de consumo"
"56070000","Cordeles, cuerdas y cordajes, estén o no trenzados, incluso impregnados, recubiertos, revestidos o enfundados con caucho o plástico",,,
"56072100","-- Cordeles para atar o engavillar","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56072900","-- Los demás","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56074100","-- Cordeles para atar o engavillar","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56074900","-- Los demás",,,
"56074911","---- Trenzados","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56074919","---- Los demás","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56074990","--- De título inferior o igual a 50000 decitex (5 gramos por metro)","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56075000","- De las demás fibras sintéticas",,,
"56075011","---- Trenzados","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56075019","---- Los demás","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56075030","--- De título inferior o igual a 50000 decitex (5 gramos por metro)","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56075090","-- De las demás fibras sintéticas","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56079000","- Los demás",,,
"56079020","-- De abacá (cáñamo de Manila o Musa textilisNee) o demás fibras duras de hojas; de yute o demás fibras textiles del líber de la partida 5303","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56079090","-- Los demás","65751","BRAMANTES, CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS, IMPREGNADOS, ETC.","Manufacturas de consumo"
"56080000","Redes de mallas anudadas, en paño o en pieza, fabricadas con cordeles, cuerdas o cordajes; redes confeccionadas para la pesca y demás redes confeccionadas, de materia textil",,,
"56081100","-- Redes confeccionadas para la pesca",,,
"56081120","--- De cordeles, cuerdas o cordajes","65752","REDES ANUDADAS DE BRAMANTES, CORDELES Y CUERDAS; REDES DE PESCA CONFECCIONADAS","Manufacturas de consumo"
"56081180","--- Las demás","65752","REDES ANUDADAS DE BRAMANTES, CORDELES Y CUERDAS; REDES DE PESCA CONFECCIONADAS","Manufacturas de consumo"
"56081900","-- Las demás",,,
"56081911","----- De cordeles, cuerdas o cordajes","65752","REDES ANUDADAS DE BRAMANTES, CORDELES Y CUERDAS; REDES DE PESCA CONFECCIONADAS","Manufacturas de consumo"
"56081919","----- Las demás","65752","REDES ANUDADAS DE BRAMANTES, CORDELES Y CUERDAS; REDES DE PESCA CONFECCIONADAS","Manufacturas de consumo"
"56081930","---- Las demás","65752","REDES ANUDADAS DE BRAMANTES, CORDELES Y CUERDAS; REDES DE PESCA CONFECCIONADAS","Manufacturas de consumo"
"56081990","--- Las demás","65752","REDES ANUDADAS DE BRAMANTES, CORDELES Y CUERDAS; REDES DE PESCA CONFECCIONADAS","Manufacturas de consumo"
"56089000","- Las demás","65752","REDES ANUDADAS DE BRAMANTES, CORDELES Y CUERDAS; REDES DE PESCA CONFECCIONADAS","Manufacturas de consumo"
"56090000","Artículos de hilados, tiras o formas similares de las partidas 5404 o 5405, cordeles, cuerdas o cordajes, no expresados ni comprendidos en otra parte","65759","ART.DE HILADOS,TIRAS O ART.SIMIL.RUBROS 651.77 O 651.88,BRAMANTES,CORDELES N.E.P","Manufacturas de consumo"
"57000000","CAPÍTULO 57 - ALFOMBRAS Y DEMÁS REVESTIMIENTOS PARA EL SUELO, DE MATERIA TEXTIL",,,
"57010000","Alfombras de nudo de materia textil, incluso confeccionadas",,,
"57011000","- De lana o pelo fino",,,
"57011010","-- Con un contenido de seda o de borra de seda (schappe) superior al 10 % en peso total","65921","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,DE PUNTO ANUDADO DE LANA O PELO FINO","Manufacturas de consumo"
"57011090","-- Las demás","65921","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,DE PUNTO ANUDADO DE LANA O PELO FINO","Manufacturas de consumo"
"57019000","- De las demás materias textiles",,,
"57019010","-- De seda, borra de seda (schappe), fibras textiles sintéticas, hilados de la partida 5605 o de materia textil con hilos de metal incorporados","65929","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,DE PUNTO ANUDADO DE OTRAS MAT.TEXTI.","Manufacturas de consumo"
"57019090","-- De las demás materias textiles","65929","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,DE PUNTO ANUDADO DE OTRAS MAT.TEXTI.","Manufacturas de consumo"
"57020000","Alfombras y demás revestimientos para el suelo, de materia textil, tejidos (excepto los de mechón insertado y los flocados), aunque estén confeccionados, incluidas las alfombras llamadas «Kelim» o «Kilim», «Schumacks» o «Soumak», «Karamanie» y alfombras similares tejidas a mano",,,
"57021000","- Alfombras llamadas «Kelim» o «Kilim», «Schumacks» o «Soumak», «Karamanie» y alfombras similares tejidas a mano","65930","ALFOMBRAS ""KELEM"",""SCHUMACKS"",""KARAMANIE"" Y OTRAS ALFOMBRAS SIMIL.TEJIDAS A MANO","Manufacturas de consumo"
"57022000","- Revestimientos para el suelo de fibras de coco","65959","ALFOMBRAS Y OTROS RECUBRIM.PARA PISOS,TEJIDOS,N.E.P.,DE OTRAS MAT.TEXT.MANUFAC.","Manufacturas de consumo"
"57023100","-- De lana o pelo fino",,,
"57023110","--- Alfombras Axminster","65951","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,TEJIDOS,N.E.P.,DE LANA O PELOS FINOS","Manufacturas de consumo"
"57023180","--- Los demás","65951","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,TEJIDOS,N.E.P.,DE LANA O PELOS FINOS","Manufacturas de consumo"
"57023200","-- De materia textil sintética o artificial","65952","ALFOMBRAS Y OTROS RECUBRIM.PARA PISOS,TEJIDOS,N.E.P.,DE NILON U OTRAS POLIAMIDAS","Manufacturas de consumo"
"57023900","-- De las demás materias textiles","65959","ALFOMBRAS Y OTROS RECUBRIM.PARA PISOS,TEJIDOS,N.E.P.,DE OTRAS MAT.TEXT.MANUFAC.","Manufacturas de consumo"
"57024100","-- De lana o pelo fino",,,
"57024110","--- Alfombras Axminster","65951","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,TEJIDOS,N.E.P.,DE LANA O PELOS FINOS","Manufacturas de consumo"
"57024190","--- Los demás","65951","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,TEJIDOS,N.E.P.,DE LANA O PELOS FINOS","Manufacturas de consumo"
"57024200","-- De materia textil sintética o artificial","65952","ALFOMBRAS Y OTROS RECUBRIM.PARA PISOS,TEJIDOS,N.E.P.,DE NILON U OTRAS POLIAMIDAS","Manufacturas de consumo"
"57024900","-- De las demás materias textiles","65959","ALFOMBRAS Y OTROS RECUBRIM.PARA PISOS,TEJIDOS,N.E.P.,DE OTRAS MAT.TEXT.MANUFAC.","Manufacturas de consumo"
"57025000","- Los demás, sin aterciopelar ni confeccionar",,,
"57025010","-- De lana o pelo fino","65953","OTRAS CUBIERTAS DE SUELO NO FABRICADAS","Manufacturas de consumo"
"57025031","--- De polipropileno","65953","OTRAS CUBIERTAS DE SUELO NO FABRICADAS","Manufacturas de consumo"
"57025039","--- Los demás","65953","OTRAS CUBIERTAS DE SUELO NO FABRICADAS","Manufacturas de consumo"
"57025090","-- De las demás materias textiles","65953","OTRAS CUBIERTAS DE SUELO NO FABRICADAS","Manufacturas de consumo"
"57029100","-- De lana o pelo fino","65951","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,TEJIDOS,N.E.P.,DE LANA O PELOS FINOS","Manufacturas de consumo"
"57029200","-- De materia textil sintética o artificial",,,
"57029210","--- De polipropileno","65952","ALFOMBRAS Y OTROS RECUBRIM.PARA PISOS,TEJIDOS,N.E.P.,DE NILON U OTRAS POLIAMIDAS","Manufacturas de consumo"
"57029290","--- Los demás","65952","ALFOMBRAS Y OTROS RECUBRIM.PARA PISOS,TEJIDOS,N.E.P.,DE NILON U OTRAS POLIAMIDAS","Manufacturas de consumo"
"57029900","-- De las demás materias textiles","65959","ALFOMBRAS Y OTROS RECUBRIM.PARA PISOS,TEJIDOS,N.E.P.,DE OTRAS MAT.TEXT.MANUFAC.","Manufacturas de consumo"
"57030000","Alfombras y demás revestimientos para el suelo (incluido el césped), de materia textil, con mechón insertado, incluso confeccionados",,,
"57031000","- De lana o pelo fino","65941","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS, AFELPADOS,DE LANA O PELOS FINOS","Manufacturas de consumo"
"57032100","-- Césped","65942","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE NILON U OTRAS POLIAMID.","Manufacturas de consumo"
"57032900","-- Los demás",,,
"57032910","---- De superficie inferior o igual a 1 m²","65942","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE NILON U OTRAS POLIAMID.","Manufacturas de consumo"
"57032919","---- Los demás","65942","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE NILON U OTRAS POLIAMID.","Manufacturas de consumo"
"57032991","---- De superficie inferior o igual a 1 m²","65942","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE NILON U OTRAS POLIAMID.","Manufacturas de consumo"
"57032999","---- Los demás","65942","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE NILON U OTRAS POLIAMID.","Manufacturas de consumo"
"57033100","-- Césped","65943","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE OTRAS MAT.TEXT.MANUFAC.","Manufacturas de consumo"
"57033900","-- Los demás",,,
"57033910","---- De superficie inferior o igual a 1 m²","65943","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE OTRAS MAT.TEXT.MANUFAC.","Manufacturas de consumo"
"57033919","---- Los demás","65943","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE OTRAS MAT.TEXT.MANUFAC.","Manufacturas de consumo"
"57033991","---- De superficie inferior o igual a 1 m²","65943","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE OTRAS MAT.TEXT.MANUFAC.","Manufacturas de consumo"
"57033999","---- Los demás","65943","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE OTRAS MAT.TEXT.MANUFAC.","Manufacturas de consumo"
"57039000","- De las demás materias textiles",,,
"57039020","-- De superficie inferior o igual a 1 m²","65949","ALFOMBRAS Y OTROS RECUBRIMIENTOS PARA PISOS,AFELPADOS DE OTRAS MATERIAS TEXTILES","Manufacturas de consumo"
